3.306434819372984779e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.046596943793627332e+00,0.000000000000000000e+00,nan,nan,nan,8.944994759461366129e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,7.640825997074748299e-01,nan,nan,nan,nan,nan,nan
3.306434819372984779e-01,nan,nan,2.080112011624000168e+00,2.395375875520000253e-01,1.044168931259999988e-01,nan,nan,5.740888606000000595e-03,5.006848548200000526e-02,nan,4.046596943793627332e+00,0.000000000000000000e+00,7.672387462333334074e-02,nan,5.927879146000000765e-02,8.944994759461366129e+00,5.740888606000000595e-03,nan,nan,1.199319178773333439e-01,7.672387462333334074e-02,1.093497409199999972e-02,nan,0.000000000000000000e+00,3.324453799236989915e-02,nan,1.405479621200000050e-02,7.672387462333334074e-02,1.199319178773333439e-01,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.371048219200000196e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,6.075056116160001629e+00,0.000000000000000000e+00,7.640825997074748299e-01,1.199319178773333439e-01,1.571673686000000028e-02,7.716198090000000141e-03,nan,nan,nan
3.306434819372984779e-01,nan,nan,1.166386603371333486e+00,1.149149951600000191e-02,4.835002992300000552e-02,nan,2.773080570400000139e-02,nan,nan,nan,4.046596943793627332e+00,0.000000000000000000e+00,nan,3.633186069900000426e-02,8.395882388400000007e-01,8.944994759461366129e+00,nan,nan,nan,3.187770676533333708e-02,nan,nan,nan,0.000000000000000000e+00,1.886795151646220026e-01,nan,nan,nan,3.187770676533333708e-02,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.477314228440000432e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,3.734684854400000531e-01,0.000000000000000000e+00,7.640825997074748299e-01,3.187770676533333708e-02,1.653740042700000135e-01,8.369791372000001672e-02,nan,nan,3.633186069900000426e-02
3.306434819372984779e-01,nan,nan,2.834839388136666916e+00,1.793896926379999979e+00,nan,nan,4.370278210200000124e-02,nan,nan,nan,4.046596943793627332e+00,0.000000000000000000e+00,9.916605820000001792e-02,nan,nan,8.944994759461366129e+00,nan,3.953369642400000189e-02,3.953369642400000189e-02,4.195226152000000597e-02,9.916605820000001792e-02,nan,nan,6.624379727697889964e-01,1.494353957455970064e-02,nan,nan,9.916605820000001792e-02,4.195226152000000597e-02,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.184104670378000712e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.013060669400000169e+00,nan,0.000000000000000000e+00,7.640825997074748299e-01,4.195226152000000597e-02,nan,2.175996617160000091e-01,nan,nan,nan
3.306434819372984779e-01,nan,nan,3.652152902444833416e+01,8.221568175570000747e+00,nan,nan,nan,1.407888096107999809e+00,1.909968325750000195e+00,nan,4.046596943793627332e+00,0.000000000000000000e+00,8.033273807815332290e+00,nan,nan,8.944994759461366129e+00,1.407888096107999809e+00,nan,nan,5.161705988220000041e-01,8.033273807815332290e+00,7.578230034474001009e+00,nan,1.521056022523990059e+01,5.753050111862079596e+00,nan,nan,8.033273807815332290e+00,5.161705988220000041e-01,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.195239502134000098e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.854353408070800313e+01,5.447956133252000654e+01,0.000000000000000000e+00,7.640825997074748299e-01,5.161705988220000041e-01,nan,4.525312786767999640e+00,nan,nan,nan
3.306434819372984779e-01,nan,nan,4.112263001560499731e+01,4.056886265115999812e+00,nan,nan,5.133528776632001467e+00,4.423459434716000338e+00,nan,nan,4.046596943793627332e+00,0.000000000000000000e+00,5.190232632386667655e-01,2.911317528600000371e-01,nan,8.944994759461366129e+00,4.423459434716000338e+00,8.793343103835001173e+00,8.793343103835001173e+00,nan,5.190232632386667655e-01,nan,nan,8.931149715118680277e-01,4.724574863580719986e-01,nan,nan,5.190232632386667655e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.747175228674799996e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.650230204677600199e+01,nan,0.000000000000000000e+00,7.640825997074748299e-01,nan,nan,1.417906306812000139e+00,nan,nan,2.911317528600000371e-01
3.306434819372984779e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.046596943793627332e+00,0.000000000000000000e+00,nan,nan,nan,8.944994759461366129e+00,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,4.300248686464890058e-02,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,7.640825997074748299e-01,nan,nan,nan,nan,nan,nan
3.306434819372984779e-01,nan,nan,3.262099876106667296e+00,2.233879557026000384e+01,1.444652984970000165e-01,2.153741298459999953e+00,2.254596719480000677e-01,nan,nan,nan,4.046596943793627332e+00,0.000000000000000000e+00,1.034866308000000025e-03,nan,nan,8.944994759461366129e+00,nan,2.996276154249999935e-01,2.996276154249999935e-01,5.194393186066667001e-01,1.034866308000000025e-03,2.449999840000000387e-02,nan,0.000000000000000000e+00,5.572820175801560527e-01,nan,9.181797138000000538e-03,1.034866308000000025e-03,5.194393186066667001e-01,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.106136469240000086e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.183557683644000846e+01,4.413332857920000407e+00,0.000000000000000000e+00,7.640825997074748299e-01,5.194393186066667001e-01,3.413972273640000221e-01,4.403788882920000702e+00,nan,nan,nan
3.306434819372984779e-01,nan,nan,3.671629000816666988e+00,4.720264192640000744e-01,nan,nan,4.748109033380000232e-01,1.512028478900000195e-02,3.615850802600000802e-01,nan,4.046596943793627332e+00,0.000000000000000000e+00,1.508876336533333286e-02,nan,nan,8.944994759461366129e+00,1.512028478900000195e-02,3.992044732000000692e-03,3.992044732000000692e-03,1.465549828133333454e-01,1.508876336533333286e-02,1.101576521000000031e-02,nan,1.099670560632399985e+00,0.000000000000000000e+00,nan,nan,1.508876336533333286e-02,1.465549828133333454e-01,nan,3.738063066399999884e-02,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.483995519820000664e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,7.640825997074748299e-01,1.465549828133333454e-01,5.066165402399999684e-02,9.330219189199999430e-02,nan,nan,nan
3.306434819372984779e-01,1.915497958393187972e+01,1.077277103916553216e+02,1.557284076821352528e+03,2.990469424326099670e+02,3.822265450474331061e+01,4.560354660414797223e+01,9.014756587726621717e+01,6.908404844465113115e+01,2.985349178391022917e+01,4.072726681307629271e+00,4.046596943793627332e+00,0.000000000000000000e+00,1.729834971662034349e+01,3.078065472698463978e+00,1.419511098063400212e+01,8.944994759461366129e+00,7.547433486549590498e+01,5.454584424058270287e+01,1.471517008721508830e+02,2.559084396658658989e+02,2.030524931943286404e+01,2.674092187788000174e+00,5.585067259406520890e+01,6.367510550613410203e+01,1.830801423710040012e+02,4.707164412705330925e+00,3.383776727466401013e+01,8.474604959228230427e+00,9.644713527653926699e-02,3.310284672632518976e+01,0.000000000000000000e+00,1.989001192660550421e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.752609608664381113e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.709463907483288949e+02,1.221980160406074901e+03,2.366839968444626052e+01,7.640825997074748299e-01,2.863568353758020066e+02,2.423605889542800185e+01,2.344313806705028469e+02,6.210496806634534295e+01,4.032353468259628926e+01,2.816613151580083407e+00
